id,household_id,name,category,is_healthy,description,prep_time,cook_time,servings,difficulty,meat_type,cuisine_category,ingredients,instructions,nutrition,tags
"r075","clara-pascal","Gulaschsuppe mediterran","Abendessen","true","Gulaschsuppe mediterran – ein gesundes, hausgemachtes Gericht für zwei Personen.","24","39","2","einfach","rind","suppe","[{""name"":""Rinderhackfleisch"",""amount"":300,""unit"":""g"",""category"":""fleisch""},{""name"":""Paprika"",""amount"":2,""unit"":""Stück"",""category"":""gemuese""},{""name"":""Tomaten"",""amount"":2,""unit"":""Stück"",""category"":""gemuese""},{""name"":""Kartoffeln"",""amount"":2,""unit"":""Stück"",""category"":""getreide""},{""name"":""Olivenöl"",""amount"":2,""unit"":""EL"",""category"":""sonstiges""},{""name"":""Salz & Pfeffer"",""amount"":1,""unit"":""Prise"",""category"":""gewuerze""}]","[""Alle Zutaten vorbereiten und schneiden."",""Fleisch würzen und in der Pfanne/Ofen garen."",""Weitere Zutaten hinzufügen und nach Rezeptart zubereiten."",""Anrichten und sofort servieren.""]","{""calories"":304,""protein"":19,""carbs"":34,""fat"":8,""fiber"":2}","[""suppe"",""rind"",""mediterran""]"
"r076","clara-pascal","Gemüsesuppe mediterran mediterran","Abendessen","true","Gemüsesuppe mediterran mediterran – ein gesundes, hausgemachtes Gericht für zwei Personen.","25","40","2","einfach","keins","suppe","[{""name"":""Tomaten"",""amount"":2,""unit"":""Stück"",""category"":""gemuese""},{""name"":""Zucchini"",""amount"":2,""unit"":""Stück"",""category"":""gemuese""},{""name"":""Paprika"",""amount"":2,""unit"":""Stück"",""category"":""gemuese""},{""name"":""Olivenöl"",""amount"":2,""unit"":""EL"",""category"":""sonstiges""},{""name"":""Salz & Pfeffer"",""amount"":1,""unit"":""Prise"",""category"":""gewuerze""}]","[""Alle Zutaten vorbereiten und schneiden."",""Gemüse vorbereiten und würzen."",""Weitere Zutaten hinzufügen und nach Rezeptart zubereiten."",""Anrichten und sofort servieren.""]","{""calories"":305,""protein"":20,""carbs"":35,""fat"":9,""fiber"":3}","[""suppe"",""vegetarisch"",""mediterran""]"
"r077","clara-pascal","Hähnchen-Kartoffel-Suppe mediterran","Abendessen","true","Hähnchen-Kartoffel-Suppe mediterran – ein gesundes, hausgemachtes Gericht für zwei Personen.","26","41","2","mittel","haehnchen","suppe","[{""name"":""Hähnchenbrust"",""amount"":400,""unit"":""g"",""category"":""fleisch""},{""name"":""Kartoffeln"",""amount"":2,""unit"":""Stück"",""category"":""getreide""},{""name"":""Karotten"",""amount"":2,""unit"":""Stück"",""category"":""gemuese""},{""name"":""Olivenöl"",""amount"":2,""unit"":""EL"",""category"":""sonstiges""},{""name"":""Salz & Pfeffer"",""amount"":1,""unit"":""Prise"",""category"":""gewuerze""}]","[""Alle Zutaten vorbereiten und schneiden."",""Fleisch würzen und in der Pfanne/Ofen garen."",""Weitere Zutaten hinzufügen und nach Rezeptart zubereiten."",""Anrichten und sofort servieren.""]","{""calories"":306,""protein"":21,""carbs"":36,""fat"":10,""fiber"":4}","[""suppe"",""haehnchen"",""mediterran""]"
"r078","clara-pascal","Linsensuppe (ohne Erbsen) mediterran","Abendessen","true","Linsensuppe (ohne Erbsen) mediterran – ein gesundes, hausgemachtes Gericht für zwei Personen.","27","42","2","mittel","keins","suppe","[{""name"":""Linsen"",""amount"":2,""unit"":""Stück"",""category"":""getreide""},{""name"":""Karotten"",""amount"":2,""unit"":""Stück"",""category"":""gemuese""},{""name"":""Tomaten"",""amount"":2,""unit"":""Stück"",""category"":""gemuese""},{""name"":""Olivenöl"",""amount"":2,""unit"":""EL"",""category"":""sonstiges""},{""name"":""Salz & Pfeffer"",""amount"":1,""unit"":""Prise"",""category"":""gewuerze""}]","[""Alle Zutaten vorbereiten und schneiden."",""Gemüse vorbereiten und würzen."",""Weitere Zutaten hinzufügen und nach Rezeptart zubereiten."",""Anrichten und sofort servieren.""]","{""calories"":307,""protein"":22,""carbs"":37,""fat"":11,""fiber"":5}","[""suppe"",""vegetarisch"",""mediterran""]"
"r079","clara-pascal","Schweinefleisch-Suppe mediterran","Abendessen","true","Schweinefleisch-Suppe mediterran – ein gesundes, hausgemachtes Gericht für zwei Personen.","28","43","2","mittel","schwein","suppe","[{""name"":""Schweinefleisch"",""amount"":350,""unit"":""g"",""category"":""fleisch""},{""name"":""Kartoffeln"",""amount"":2,""unit"":""Stück"",""category"":""getreide""},{""name"":""Karotten"",""amount"":2,""unit"":""Stück"",""category"":""gemuese""},{""name"":""Olivenöl"",""amount"":2,""unit"":""EL"",""category"":""sonstiges""},{""name"":""Salz & Pfeffer"",""amount"":1,""unit"":""Prise"",""category"":""gewuerze""}]","[""Alle Zutaten vorbereiten und schneiden."",""Fleisch würzen und in der Pfanne/Ofen garen."",""Weitere Zutaten hinzufügen und nach Rezeptart zubereiten."",""Anrichten und sofort servieren.""]","{""calories"":308,""protein"":23,""carbs"":38,""fat"":12,""fiber"":6}","[""suppe"",""schwein"",""mediterran""]"
"r080","clara-pascal","Paprika-Tomaten-Suppe mediterran","Abendessen","true","Paprika-Tomaten-Suppe mediterran – ein gesundes, hausgemachtes Gericht für zwei Personen.","29","44","2","mittel","keins","suppe","[{""name"":""Paprika"",""amount"":2,""unit"":""Stück"",""category"":""gemuese""},{""name"":""Tomaten"",""amount"":2,""unit"":""Stück"",""category"":""gemuese""},{""name"":""Olivenöl"",""amount"":2,""unit"":""EL"",""category"":""sonstiges""},{""name"":""Salz & Pfeffer"",""amount"":1,""unit"":""Prise"",""category"":""gewuerze""}]","[""Alle Zutaten vorbereiten und schneiden."",""Gemüse vorbereiten und würzen."",""Weitere Zutaten hinzufügen und nach Rezeptart zubereiten."",""Anrichten und sofort servieren.""]","{""calories"":309,""protein"":24,""carbs"":39,""fat"":13,""fiber"":7}","[""suppe"",""vegetarisch"",""mediterran""]"
"r081","clara-pascal","Rührei mit Paprika mediterran","Frühstück","true","Rührei mit Paprika mediterran – ein gesundes, hausgemachtes Gericht für zwei Personen.","10","15","2","einfach","keins","fruehstueck","[{""name"":""Eier"",""amount"":2,""unit"":""Stück"",""category"":""milchprodukte""},{""name"":""Paprika"",""amount"":2,""unit"":""Stück"",""category"":""gemuese""},{""name"":""Tomaten"",""amount"":2,""unit"":""Stück"",""category"":""gemuese""},{""name"":""Olivenöl"",""amount"":2,""unit"":""EL"",""category"":""sonstiges""},{""name"":""Salz & Pfeffer"",""amount"":1,""unit"":""Prise"",""category"":""gewuerze""}]","[""Alle Zutaten vorbereiten und schneiden."",""Gemüse vorbereiten und würzen."",""Weitere Zutaten hinzufügen und nach Rezeptart zubereiten."",""Anrichten und sofort servieren.""]","{""calories"":310,""protein"":25,""carbs"":40,""fat"":14,""fiber"":2}","[""fruehstueck"",""vegetarisch"",""mediterran""]"
"r082","clara-pascal","Haferflocken mit Apfel mediterran","Frühstück","true","Haferflocken mit Apfel mediterran – ein gesundes, hausgemachtes Gericht für zwei Personen.","11","16","2","einfach","keins","fruehstueck","[{""name"":""Haferflocken"",""amount"":2,""unit"":""Stück"",""category"":""getreide""},{""name"":""Apfel"",""amount"":2,""unit"":""Stück"",""category"":""obst""},{""name"":""Zimt"",""amount"":2,""unit"":""Stück"",""category"":""gewuerze""},{""name"":""Olivenöl"",""amount"":2,""unit"":""EL"",""category"":""sonstiges""},{""name"":""Salz & Pfeffer"",""amount"":1,""unit"":""Prise"",""category"":""gewuerze""}]","[""Alle Zutaten vorbereiten und schneiden."",""Gemüse vorbereiten und würzen."",""Weitere Zutaten hinzufügen und nach Rezeptart zubereiten."",""Anrichten und sofort servieren.""]","{""calories"":311,""protein"":26,""carbs"":41,""fat"":15,""fiber"":3}","[""fruehstueck"",""vegetarisch"",""mediterran""]"
"r083","clara-pascal","French Toast mediterran","Frühstück","true","French Toast mediterran – ein gesundes, hausgemachtes Gericht für zwei Personen.","12","17","2","einfach","keins","fruehstueck","[{""name"":""Brot"",""amount"":2,""unit"":""Stück"",""category"":""getreide""},{""name"":""Eier"",""amount"":2,""unit"":""Stück"",""category"":""milchprodukte""},{""name"":""Zimt"",""amount"":2,""unit"":""Stück"",""category"":""gewuerze""},{""name"":""Olivenöl"",""amount"":2,""unit"":""EL"",""category"":""sonstiges""},{""name"":""Salz & Pfeffer"",""amount"":1,""unit"":""Prise"",""category"":""gewuerze""}]","[""Alle Zutaten vorbereiten und schneiden."",""Gemüse vorbereiten und würzen."",""Weitere Zutaten hinzufügen und nach Rezeptart zubereiten."",""Anrichten und sofort servieren.""]","{""calories"":312,""protein"":27,""carbs"":42,""fat"":16,""fiber"":4}","[""fruehstueck"",""vegetarisch"",""mediterran""]"
"r084","clara-pascal","Joghurt mit Beeren mediterran","Frühstück","true","Joghurt mit Beeren mediterran – ein gesundes, hausgemachtes Gericht für zwei Personen.","13","18","2","einfach","keins","fruehstueck","[{""name"":""Joghurt"",""amount"":2,""unit"":""Stück"",""category"":""milchprodukte""},{""name"":""Himbeeren"",""amount"":2,""unit"":""Stück"",""category"":""obst""},{""name"":""Blaubeeren"",""amount"":2,""unit"":""Stück"",""category"":""obst""},{""name"":""Olivenöl"",""amount"":2,""unit"":""EL"",""category"":""sonstiges""},{""name"":""Salz & Pfeffer"",""amount"":1,""unit"":""Prise"",""category"":""gewuerze""}]","[""Alle Zutaten vorbereiten und schneiden."",""Gemüse vorbereiten und würzen."",""Weitere Zutaten hinzufügen und nach Rezeptart zubereiten."",""Anrichten und sofort servieren.""]","{""calories"":313,""protein"":28,""carbs"":43,""fat"":17,""fiber"":5}","[""fruehstueck"",""vegetarisch"",""mediterran""]"
"r085","clara-pascal","Omelett mit Schinken mediterran","Frühstück","true","Omelett mit Schinken mediterran – ein gesundes, hausgemachtes Gericht für zwei Personen.","14","19","2","einfach","schwein","fruehstueck","[{""name"":""Schweinefleisch"",""amount"":350,""unit"":""g"",""category"":""fleisch""},{""name"":""Eier"",""amount"":2,""unit"":""Stück"",""category"":""milchprodukte""},{""name"":""Schinken"",""amount"":2,""unit"":""Stück"",""category"":""fleisch""},{""name"":""Paprika"",""amount"":2,""unit"":""Stück"",""category"":""gemuese""},{""name"":""Olivenöl"",""amount"":2,""unit"":""EL"",""category"":""sonstiges""},{""name"":""Salz & Pfeffer"",""amount"":1,""unit"":""Prise"",""category"":""gewuerze""}]","[""Alle Zutaten vorbereiten und schneiden."",""Fleisch würzen und in der Pfanne/Ofen garen."",""Weitere Zutaten hinzufügen und nach Rezeptart zubereiten."",""Anrichten und sofort servieren.""]","{""calories"":314,""protein"":29,""carbs"":44,""fat"":18,""fiber"":6}","[""fruehstueck"",""schwein"",""mediterran""]"
"r086","clara-pascal","Smoothie Bowl mediterran","Frühstück","true","Smoothie Bowl mediterran – ein gesundes, hausgemachtes Gericht für zwei Personen.","15","20","2","einfach","keins","fruehstueck","[{""name"":""Banane"",""amount"":2,""unit"":""Stück"",""category"":""obst""},{""name"":""Beeren"",""amount"":2,""unit"":""Stück"",""category"":""obst""},{""name"":""Joghurt"",""amount"":2,""unit"":""Stück"",""category"":""milchprodukte""},{""name"":""Olivenöl"",""amount"":2,""unit"":""EL"",""category"":""sonstiges""},{""name"":""Salz & Pfeffer"",""amount"":1,""unit"":""Prise"",""category"":""gewuerze""}]","[""Alle Zutaten vorbereiten und schneiden."",""Gemüse vorbereiten und würzen."",""Weitere Zutaten hinzufügen und nach Rezeptart zubereiten."",""Anrichten und sofort servieren.""]","{""calories"":315,""protein"":30,""carbs"":45,""fat"":19,""fiber"":7}","[""fruehstueck"",""vegetarisch"",""mediterran""]"
"r087","clara-pascal","Avocado-Toast mediterran","Frühstück","true","Avocado-Toast mediterran – ein gesundes, hausgemachtes Gericht für zwei Personen.","16","21","2","einfach","keins","fruehstueck","[{""name"":""Avocado"",""amount"":2,""unit"":""Stück"",""category"":""gemuese""},{""name"":""Brot"",""amount"":2,""unit"":""Stück"",""category"":""getreide""},{""name"":""Tomaten"",""amount"":2,""unit"":""Stück"",""category"":""gemuese""},{""name"":""Olivenöl"",""amount"":2,""unit"":""EL"",""category"":""sonstiges""},{""name"":""Salz & Pfeffer"",""amount"":1,""unit"":""Prise"",""category"":""gewuerze""}]","[""Alle Zutaten vorbereiten und schneiden."",""Gemüse vorbereiten und würzen."",""Weitere Zutaten hinzufügen und nach Rezeptart zubereiten."",""Anrichten und sofort servieren.""]","{""calories"":316,""protein"":31,""carbs"":46,""fat"":20,""fiber"":2}","[""fruehstueck"",""vegetarisch"",""mediterran""]"
"r088","clara-pascal","Pancakes klassisch mediterran","Frühstück","true","Pancakes klassisch mediterran – ein gesundes, hausgemachtes Gericht für zwei Personen.","17","22","2","einfach","keins","fruehstueck","[{""name"":""Mehl"",""amount"":2,""unit"":""Stück"",""category"":""getreide""},{""name"":""Eier"",""amount"":2,""unit"":""Stück"",""category"":""milchprodukte""},{""name"":""Milch"",""amount"":2,""unit"":""Stück"",""category"":""milchprodukte""},{""name"":""Olivenöl"",""amount"":2,""unit"":""EL"",""category"":""sonstiges""},{""name"":""Salz & Pfeffer"",""amount"":1,""unit"":""Prise"",""category"":""gewuerze""}]","[""Alle Zutaten vorbereiten und schneiden."",""Gemüse vorbereiten und würzen."",""Weitere Zutaten hinzufügen und nach Rezeptart zubereiten."",""Anrichten und sofort servieren.""]","{""calories"":317,""protein"":32,""carbs"":47,""fat"":21,""fiber"":3}","[""fruehstueck"",""vegetarisch"",""mediterran""]"
"r089","clara-pascal","Müsli mit Obst mediterran","Frühstück","true","Müsli mit Obst mediterran – ein gesundes, hausgemachtes Gericht für zwei Personen.","18","23","2","einfach","keins","fruehstueck","[{""name"":""Haferflocken"",""amount"":2,""unit"":""Stück"",""category"":""getreide""},{""name"":""Apfel"",""amount"":2,""unit"":""Stück"",""category"":""obst""},{""name"":""Banane"",""amount"":2,""unit"":""Stück"",""category"":""obst""},{""name"":""Olivenöl"",""amount"":2,""unit"":""EL"",""category"":""sonstiges""},{""name"":""Salz & Pfeffer"",""amount"":1,""unit"":""Prise"",""category"":""gewuerze""}]","[""Alle Zutaten vorbereiten und schneiden."",""Gemüse vorbereiten und würzen."",""Weitere Zutaten hinzufügen und nach Rezeptart zubereiten."",""Anrichten und sofort servieren.""]","{""calories"":318,""protein"":33,""carbs"":48,""fat"":22,""fiber"":4}","[""fruehstueck"",""vegetarisch"",""mediterran""]"
"r090","clara-pascal","Rührei mit Speck mediterran","Frühstück","true","Rührei mit Speck mediterran – ein gesundes, hausgemachtes Gericht für zwei Personen.","19","24","2","einfach","schwein","fruehstueck","[{""name"":""Schweinefleisch"",""amount"":300,""unit"":""g"",""category"":""fleisch""},{""name"":""Eier"",""amount"":2,""unit"":""Stück"",""category"":""milchprodukte""},{""name"":""Speck"",""amount"":2,""unit"":""Stück"",""category"":""fleisch""},{""name"":""Olivenöl"",""amount"":2,""unit"":""EL"",""category"":""sonstiges""},{""name"":""Salz & Pfeffer"",""amount"":1,""unit"":""Prise"",""category"":""gewuerze""}]","[""Alle Zutaten vorbereiten und schneiden."",""Fleisch würzen und in der Pfanne/Ofen garen."",""Weitere Zutaten hinzufügen und nach Rezeptart zubereiten."",""Anrichten und sofort servieren.""]","{""calories"":319,""protein"":34,""carbs"":49,""fat"":23,""fiber"":5}","[""fruehstueck"",""schwein"",""mediterran""]"
"r091","clara-pascal","Kartoffel-Hack-Auflauf klassisch","Abendessen","true","Kartoffel-Hack-Auflauf klassisch – ein gesundes, hausgemachtes Gericht für zwei Personen.","20","25","2","einfach","rind","auflauf","[{""name"":""Rinderhackfleisch"",""amount"":350,""unit"":""g"",""category"":""fleisch""},{""name"":""Kartoffeln"",""amount"":2,""unit"":""Stück"",""category"":""getreide""},{""name"":""Zwiebel"",""amount"":2,""unit"":""Stück"",""category"":""gemuese""},{""name"":""Paprika"",""amount"":2,""unit"":""Stück"",""category"":""gemuese""},{""name"":""Olivenöl"",""amount"":2,""unit"":""EL"",""category"":""sonstiges""},{""name"":""Salz & Pfeffer"",""amount"":1,""unit"":""Prise"",""category"":""gewuerze""}]","[""Alle Zutaten vorbereiten und schneiden."",""Fleisch würzen und in der Pfanne/Ofen garen."",""Weitere Zutaten hinzufügen und nach Rezeptart zubereiten."",""Anrichten und sofort servieren.""]","{""calories"":320,""protein"":35,""carbs"":50,""fat"":24,""fiber"":6}","[""auflauf"",""rind"",""klassisch""]"
"r092","clara-pascal","Zucchini-Tomaten-Auflauf klassisch","Abendessen","true","Zucchini-Tomaten-Auflauf klassisch – ein gesundes, hausgemachtes Gericht für zwei Personen.","21","26","2","einfach","keins","auflauf","[{""name"":""Zucchini"",""amount"":2,""unit"":""Stück"",""category"":""gemuese""},{""name"":""Tomaten"",""amount"":2,""unit"":""Stück"",""category"":""gemuese""},{""name"":""Zwiebel"",""amount"":2,""unit"":""Stück"",""category"":""gemuese""},{""name"":""Olivenöl"",""amount"":2,""unit"":""EL"",""category"":""sonstiges""},{""name"":""Salz & Pfeffer"",""amount"":1,""unit"":""Prise"",""category"":""gewuerze""}]","[""Alle Zutaten vorbereiten und schneiden."",""Gemüse vorbereiten und würzen."",""Weitere Zutaten hinzufügen und nach Rezeptart zubereiten."",""Anrichten und sofort servieren.""]","{""calories"":321,""protein"":36,""carbs"":51,""fat"":25,""fiber"":7}","[""auflauf"",""vegetarisch"",""klassisch""]"
"r093","clara-pascal","Hähnchen-Reis-Auflauf klassisch","Abendessen","true","Hähnchen-Reis-Auflauf klassisch – ein gesundes, hausgemachtes Gericht für zwei Personen.","22","27","2","einfach","haehnchen","auflauf","[{""name"":""Hähnchenbrust"",""amount"":300,""unit"":""g"",""category"":""fleisch""},{""name"":""Reis"",""amount"":2,""unit"":""Stück"",""category"":""getreide""},{""name"":""Paprika"",""amount"":2,""unit"":""Stück"",""category"":""gemuese""},{""name"":""Tomaten"",""amount"":2,""unit"":""Stück"",""category"":""gemuese""},{""name"":""Olivenöl"",""amount"":2,""unit"":""EL"",""category"":""sonstiges""},{""name"":""Salz & Pfeffer"",""amount"":1,""unit"":""Prise"",""category"":""gewuerze""}]","[""Alle Zutaten vorbereiten und schneiden."",""Fleisch würzen und in der Pfanne/Ofen garen."",""Weitere Zutaten hinzufügen und nach Rezeptart zubereiten."",""Anrichten und sofort servieren.""]","{""calories"":322,""protein"":37,""carbs"":52,""fat"":8,""fiber"":2}","[""auflauf"",""haehnchen"",""klassisch""]"
"r094","clara-pascal","Nudel-Schinken-Auflauf klassisch","Abendessen","true","Nudel-Schinken-Auflauf klassisch – ein gesundes, hausgemachtes Gericht für zwei Personen.","23","28","2","einfach","schwein","auflauf","[{""name"":""Schweinefleisch"",""amount"":350,""unit"":""g"",""category"":""fleisch""},{""name"":""Nudeln"",""amount"":2,""unit"":""Stück"",""category"":""getreide""},{""name"":""Tomaten"",""amount"":2,""unit"":""Stück"",""category"":""gemuese""},{""name"":""Olivenöl"",""amount"":2,""unit"":""EL"",""category"":""sonstiges""},{""name"":""Salz & Pfeffer"",""amount"":1,""unit"":""Prise"",""category"":""gewuerze""}]","[""Alle Zutaten vorbereiten und schneiden."",""Fleisch würzen und in der Pfanne/Ofen garen."",""Weitere Zutaten hinzufügen und nach Rezeptart zubereiten."",""Anrichten und sofort servieren.""]","{""calories"":323,""protein"":38,""carbs"":53,""fat"":9,""fiber"":3}","[""auflauf"",""schwein"",""klassisch""]"
"r095","clara-pascal","Kartoffel-Schweinehack-Gratin klassisch","Abendessen","true","Kartoffel-Schweinehack-Gratin klassisch – ein gesundes, hausgemachtes Gericht für zwei Personen.","24","29","2","einfach","schwein","auflauf","[{""name"":""Schweinefleisch"",""amount"":400,""unit"":""g"",""category"":""fleisch""},{""name"":""Kartoffeln"",""amount"":2,""unit"":""Stück"",""category"":""getreide""},{""name"":""Sahne"",""amount"":2,""unit"":""Stück"",""category"":""milchprodukte""},{""name"":""Olivenöl"",""amount"":2,""unit"":""EL"",""category"":""sonstiges""},{""name"":""Salz & Pfeffer"",""amount"":1,""unit"":""Prise"",""category"":""gewuerze""}]","[""Alle Zutaten vorbereiten und schneiden."",""Fleisch würzen und in der Pfanne/Ofen garen."",""Weitere Zutaten hinzufügen und nach Rezeptart zubereiten."",""Anrichten und sofort servieren.""]","{""calories"":324,""protein"":39,""carbs"":54,""fat"":10,""fiber"":4}","[""auflauf"",""schwein"",""klassisch""]"
"r096","clara-pascal","Rindfleisch-Kartoffel-Auflauf klassisch","Abendessen","true","Rindfleisch-Kartoffel-Auflauf klassisch – ein gesundes, hausgemachtes Gericht für zwei Personen.","25","30","2","einfach","rind","auflauf","[{""name"":""Rinderhackfleisch"",""amount"":300,""unit"":""g"",""category"":""fleisch""},{""name"":""Kartoffeln"",""amount"":2,""unit"":""Stück"",""category"":""getreide""},{""name"":""Karotten"",""amount"":2,""unit"":""Stück"",""category"":""gemuese""},{""name"":""Olivenöl"",""amount"":2,""unit"":""EL"",""category"":""sonstiges""},{""name"":""Salz & Pfeffer"",""amount"":1,""unit"":""Prise"",""category"":""gewuerze""}]","[""Alle Zutaten vorbereiten und schneiden."",""Fleisch würzen und in der Pfanne/Ofen garen."",""Weitere Zutaten hinzufügen und nach Rezeptart zubereiten."",""Anrichten und sofort servieren.""]","{""calories"":325,""protein"":15,""carbs"":55,""fat"":11,""fiber"":5}","[""auflauf"",""rind"",""klassisch""]"
"r097","clara-pascal","Paprika-Reis-Auflauf klassisch","Abendessen","true","Paprika-Reis-Auflauf klassisch – ein gesundes, hausgemachtes Gericht für zwei Personen.","26","31","2","einfach","haehnchen","auflauf","[{""name"":""Hähnchenbrust"",""amount"":350,""unit"":""g"",""category"":""fleisch""},{""name"":""Reis"",""amount"":2,""unit"":""Stück"",""category"":""getreide""},{""name"":""Paprika"",""amount"":2,""unit"":""Stück"",""category"":""gemuese""},{""name"":""Tomaten"",""amount"":2,""unit"":""Stück"",""category"":""gemuese""},{""name"":""Olivenöl"",""amount"":2,""unit"":""EL"",""category"":""sonstiges""},{""name"":""Salz & Pfeffer"",""amount"":1,""unit"":""Prise"",""category"":""gewuerze""}]","[""Alle Zutaten vorbereiten und schneiden."",""Fleisch würzen und in der Pfanne/Ofen garen."",""Weitere Zutaten hinzufügen und nach Rezeptart zubereiten."",""Anrichten und sofort servieren.""]","{""calories"":326,""protein"":16,""carbs"":56,""fat"":12,""fiber"":6}","[""auflauf"",""haehnchen"",""klassisch""]"
"r098","clara-pascal","Tomaten-Mozzarella-Auflauf klassisch","Abendessen","true","Tomaten-Mozzarella-Auflauf klassisch – ein gesundes, hausgemachtes Gericht für zwei Personen.","27","32","2","einfach","keins","auflauf","[{""name"":""Tomaten"",""amount"":2,""unit"":""Stück"",""category"":""gemuese""},{""name"":""Zucchini"",""amount"":2,""unit"":""Stück"",""category"":""gemuese""},{""name"":""Olivenöl"",""amount"":2,""unit"":""EL"",""category"":""sonstiges""},{""name"":""Salz & Pfeffer"",""amount"":1,""unit"":""Prise"",""category"":""gewuerze""}]","[""Alle Zutaten vorbereiten und schneiden."",""Gemüse vorbereiten und würzen."",""Weitere Zutaten hinzufügen und nach Rezeptart zubereiten."",""Anrichten und sofort servieren.""]","{""calories"":327,""protein"":17,""carbs"":57,""fat"":13,""fiber"":7}","[""auflauf"",""vegetarisch"",""klassisch""]"
"r099","clara-pascal","Hackfleisch-Lasagne-Röllchen klassisch","Abendessen","true","Hackfleisch-Lasagne-Röllchen klassisch – ein gesundes, hausgemachtes Gericht für zwei Personen.","28","33","2","einfach","rind","auflauf","[{""name"":""Rinderhackfleisch"",""amount"":300,""unit"":""g"",""category"":""fleisch""},{""name"":""Lasagneplatten"",""amount"":2,""unit"":""Stück"",""category"":""getreide""},{""name"":""Tomaten"",""amount"":2,""unit"":""Stück"",""category"":""gemuese""},{""name"":""Olivenöl"",""amount"":2,""unit"":""EL"",""category"":""sonstiges""},{""name"":""Salz & Pfeffer"",""amount"":1,""unit"":""Prise"",""category"":""gewuerze""}]","[""Alle Zutaten vorbereiten und schneiden."",""Fleisch würzen und in der Pfanne/Ofen garen."",""Weitere Zutaten hinzufügen und nach Rezeptart zubereiten."",""Anrichten und sofort servieren.""]","{""calories"":328,""protein"":18,""carbs"":58,""fat"":14,""fiber"":2}","[""auflauf"",""rind"",""klassisch""]"
"r100","clara-pascal","Kartoffel-Hähnchen-Gratin klassisch","Abendessen","true","Kartoffel-Hähnchen-Gratin klassisch – ein gesundes, hausgemachtes Gericht für zwei Personen.","29","34","2","einfach","haehnchen","auflauf","[{""name"":""Hähnchenbrust"",""amount"":350,""unit"":""g"",""category"":""fleisch""},{""name"":""Kartoffeln"",""amount"":2,""unit"":""Stück"",""category"":""getreide""},{""name"":""Sahne"",""amount"":2,""unit"":""Stück"",""category"":""milchprodukte""},{""name"":""Olivenöl"",""amount"":2,""unit"":""EL"",""category"":""sonstiges""},{""name"":""Salz & Pfeffer"",""amount"":1,""unit"":""Prise"",""category"":""gewuerze""}]","[""Alle Zutaten vorbereiten und schneiden."",""Fleisch würzen und in der Pfanne/Ofen garen."",""Weitere Zutaten hinzufügen und nach Rezeptart zubereiten."",""Anrichten und sofort servieren.""]","{""calories"":329,""protein"":19,""carbs"":59,""fat"":15,""fiber"":3}","[""auflauf"",""haehnchen"",""klassisch""]"